emotion	topic	keyword	response
numbness	social_pressure	numbness_social_pressure_693	Entry 693: When experiencing numbness connected to social_pressure, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
self_doubt	family	self_doubt_family_694	Entry 694: When experiencing self_doubt connected to family, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
anger	relationships	anger_relationships_695	Entry 695: When experiencing anger connected to relationships, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
loneliness	health	loneliness_health_696	Entry 696: When experiencing loneliness connected to health, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
burnout	finance	burnout_finance_697	Entry 697: When experiencing burnout connected to finance, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
confusion	relationships	confusion_relationships_698	Entry 698: When experiencing confusion connected to relationships, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
fatigue	relationships	fatigue_relationships_699	Entry 699: When experiencing fatigue connected to relationships, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
anger	time_management	anger_time_management_700	Entry 700: When experiencing anger connected to time_management, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
anxiety	health	anxiety_health_701	Entry 701: When experiencing anxiety connected to health, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
anger	family	anger_family_702	Entry 702: When experiencing anger connected to family, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
self_doubt	future	self_doubt_future_703	Entry 703: When experiencing self_doubt connected to future, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
